Title,Company,Location,Salary,Experience,Posted,Apply Link
Software Tester,FreJun Incorporation,Work from home,"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/remote-software-tester-job-at-frejun-incorporation1751022650
Brand Manager,Brands Jar,Pune,"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/brand-manager-job-in-pune-at-brands-jar1750929696
Business Development Executive,Think EBikeGO Private Limited,Mumbai,"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/business-development-executive-job-in-mumbai-at-think-ebikego-private-limited1750927807
Android App Developer,Anytimeinvest Services Private Limited,Delhi,"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/android-app-developer-job-in-delhi-at-anytimeinvest-services-private-limited1750866130
Junior Video Editor,Chetan  Vikas,Chandigarh(Hybrid),"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/junior-video-editor-job-in-chandigarh-at-chetan-vikas1750840730
Planning Analyst,Anamind Business Consulting Private Limited,Bangalore,"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-planning-analyst-job-in-bangalore-at-anamind-business-consulting-private-limited1750839214
Field Sales Specialist,TOYOTA TSUSHO NEXTY Electronics India Private Limited,Noida,"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/field-sales-specialist-job-in-noida-at-toyota-tsusho-nexty-electronics-india-private-limited1750838943
Full Stack Developer,Bentex Group,Work from home,"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/remote-full-stack-developer-job-at-bentex-group1750830436
Enrolment Advisor,InfyBytes AI Labs Private Limited,Work from home,"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-remote-enrolment-advisor-job-at-infybytes-ai-labs-private-limited1750829612
Business Development Associate,MadVR Solutions Private Limited,Work from home,"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/remote-business-development-associate-job-at-madvr-solutions-private-limited1750739540
Associate - HR & Recruitment,Decision Tree Analytics And Services,Gurgaon,"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-associate-hr-recruitment-job-in-gurgaon-at-decision-tree-analytics-and-services1750694662
Enrollment Advisor,InfyBytes AI Labs Private Limited,Work from home,"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-remote-enrollment-advisor-job-at-infybytes-ai-labs-private-limited1750423034
Node.js/MySQL Developer,FlexiEle Consulting Services Private Limited,Work from home,"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-remote-nodejs-mysql-developer-job-at-flexiele-consulting-services-private-limited1750403604
Digital Marketing Specialist,Futred.com,Noida,"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/digital-marketing-specialist-job-in-noida-at-futredcom1750403224
Field Sales Executive,HRM INFO,"Hyderabad,Mumbai","₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/field-sales-executive-job-in-multiple-locations-at-hrm-info1750402279
Artificial Intelligence (AI) Associate,Infoware,"Ahmedabad,Gandhinagar","₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-artificial-intelligence-ai-associate-job-in-multiple-locations-at-infoware1750394314
Node.js Developer,Infoware,"Ahmedabad,Gandhinagar","₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/nodejs-developer-job-in-multiple-locations-at-infoware1750392803
Flutter Developer,Infoware,"Ahmedabad,Gandhinagar","₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/flutter-developer-job-in-multiple-locations-at-infoware1750392489
IT Website Project Manager,DRAA (OPC) PRIVATE LIMITED,Delhi,"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/it-website-project-manager-job-in-delhi-at-draa-opc-private-limited1750316806
Solar Panel Service Engineer,Lishanth Enterprises,Vijayawada,"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/solar-panel-service-engineer-job-in-vijayawada-at-lishanth-enterprises1750307085
Associate Content Writer,Confluencr,Bangalore,"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/associate-content-writer-job-in-bangalore-at-confluencr1750156149
Associate Software Developer,Pandasdroid Private Limited,Work from home,"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/remote-part-time-associate-software-developer-job-at-pandasdroid-private-limited1750068445
Quality Inspector,Datum Advanced Composites Private Limited,Kanpur,"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/quality-inspector-job-in-kanpur-at-datum-advanced-composites-private-limited1749894569
Mobile App Developer,Softsensor.ai,Jaipur,"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/mobile-app-developer-job-in-jaipur-at-softsensorai1749814008
Client Relationship Executive,Hello Mentor Pvt Ltd,Bangalore,"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-client-relationship-executive-job-in-bangalore-at-exzellenz-career-shapers-private-limited1749813624
Business Development Executive,Spg Solutions,Mumbai,"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/business-development-executive-job-in-mumbai-at-spg-solutions1751502654
Business Development Associate,Crio.Do,"Chennai,Bangalore","₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-business-development-associate-job-in-multiple-locations-at-criodo1751329855
Junior Engineer  Sales And Services (Electricals),Synergy Resource Solutions,Ahmedabad,"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",3 year(s),2 weeks ago,https://internshala.com/job/detail/junior-engineer-sales-and-services-electricals-job-in-ahmedabad-at-synergy-resource-solutions1750811496
Store Management,Almighty HRD Consultants,Hosur,"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",4 year(s),2 weeks ago,https://internshala.com/job/detail/store-management-job-in-hosur-at-almighty-hrd-consultants1750811489
Sales Executive,Sturlite Electric Pvt Ltd.,,"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",2 year(s),2 weeks ago,https://internshala.com/job/detail/sales-executive-job-in-multiple-locations-at-sturlite-electric-pvt-ltd1750552288
Junior Content Writer,TestGrid.io,Work from home,"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/remote-junior-content-writer-job-at-testgridio1750187059
Sales Coordinator- Semiconductor Industry,Unified GlobalTech (I) Pvt Ltd,Delhi,"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/sales-coordinator-semiconductor-industry-job-in-delhi-at-unified-globaltech-i-pvt-ltd1749616694
Business Development -Brand Onboarding,Theoli,Bangalore,"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/business-development-brand-onboarding-job-in-bangalore-at-theoli1748910616
Graphic Designer (Real Estate) Vasai,Wings Global Services,Virar,"₹ 4,00,000 - 5,00,000₹ 4,00,000 - 5,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/graphic-designer-real-estate-vasai-job-in-virar-at-wings-global-services1748392231
Graphic Designer,Unbend Martech Private Limited,Pune,"₹ 4,00,000 - 4,80,000₹ 4,00,000 - 4,80,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/senior-graphic-designer-job-in-pune-at-unbend-martech-private-limited1751450566
Mobile App Developer,Jina Code Systems LLP,Gurgaon,"₹ 4,00,000 - 4,80,000₹ 4,00,000 - 4,80,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/mobile-app-developer-job-in-gurgaon-at-jina-code-systems-llp1750851502
Sales Associate,Jungleworks,"Chandigarh,Mohali,Panchkula","₹ 4,00,000 - 4,50,000₹ 4,00,000 - 4,50,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-sales-associate-job-in-multiple-locations-at-jungleworks1750058731
Admission Counsellor,"McCann Relationship Marketing, LLC",Gurgaon,"₹ 4,00,000 - 4,50,000₹ 4,00,000 - 4,50,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/admission-counsellor-job-in-gurgaon-at-mccann-relationship-marketing-llc1750051469
Production Ngineer-VMC,Almighty HRD Consultants,Hosur,"₹ 4,00,000 - 4,50,000₹ 4,00,000 - 4,50,000 /year",5 year(s),2 weeks ago,https://internshala.com/job/detail/production-ngineer-vmc-job-in-hosur-at-almighty-hrd-consultants1750725237
Mandi Buyer - Fruits & Vegetables - Kerala,Reliance Retail,Kottayam,"₹ 4,00,000 - 4,50,000₹ 4,00,000 - 4,50,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-mandi-buyer-fruits-vegetables-kerala-job-in-kottayam-at-reliance-retail1749668428
Sales Executive / Program Advisor,National Institute Of Construction Management And Research (NICMAR),Mumbai,"₹ 4,00,000 - 4,40,000₹ 4,00,000 - 4,40,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-sales-executive-program-advisor-job-in-mumbai-at-national-institute-of-construction-management-and-research-nicmar1749635415
Financial Operations,WeMakeScholars,"Ahmedabad,Lucknow,Vadodara,Vellore,Vijayawada,Raipur,Nagpur,Hyderabad,Vishakhapatnam,Gulbarga,Bihar,Rajasthan,Telangana,Gujarat,Madhya Pradesh","₹ 4,00,000 - 4,30,000₹ 4,00,000 - 4,30,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-financial-operations-job-in-multiple-locations-at-wemakescholars1751459226
Business Development Executive,WeMakeScholars,"Lucknow,Pune,Visakhapatnam,Hyderabad,Raipur,Nagpur,Keralapuram,Maharashtra,Telangana,Andhra Pradesh,Gujarat,Tamil Nadu,Madhya Pradesh,Karnataka,Jharkhand","₹ 4,00,000 - 4,30,000₹ 4,00,000 - 4,30,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-business-development-executive-job-in-multiple-locations-at-wemakescholars1751458988
Academic Advisor,WeMakeScholars,"Ahmedabad,Delhi,Kolkata,Lucknow,Pune,Ranchi,Visakhapatnam,Hyderabad,Jaipur,Noida,Nagpur,Bangalore,Rajasthan,Maharashtra,Madhya Pradesh","₹ 4,00,000 - 4,30,000₹ 4,00,000 - 4,30,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-academic-advisor-job-in-multiple-locations-at-wemakescholars1750759610
Business Development Associate,WeMakeScholars,"Bhubaneswar,Chennai,Delhi,Lucknow,Pune,Hyderabad,Raipur,Nagpur,Jharkhandi,Sebakapur,Rajasthan,Telangana,Madhya Pradesh,Karnataka","₹ 4,00,000 - 4,30,000₹ 4,00,000 - 4,30,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-business-development-associate-job-in-multiple-locations-at-wemakescholars1749618263
Fashion Conusltant,Reliance Retail,"Ahmedabad,Chennai,Delhi,Indore,Jaipur","₹ 4,00,000 - 4,30,000₹ 4,00,000 - 4,30,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/fashion-conusltant-job-in-multiple-locations-at-reliance-retail1750293233
Content Developer (English),Bitlance Tech Hub Private Limited,Work from home,"₹ 4,00,000 - 4,25,000₹ 4,00,000 - 4,25,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/remote-content-developer-english-job-at-bitlance-tech-hub-private-limited1750333494
Brand Manager,CreateX,Surat,"₹ 4,00,000 - 4,20,000₹ 4,00,000 - 4,20,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/brand-manager-job-in-surat-at-createx1750749316
Supply Chain Operations Executive,MHLondon,Noida,"₹ 4,00,000 - 4,20,000₹ 4,00,000 - 4,20,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/supply-chain-operations-executive-job-in-noida-at-mhlondon1750307632
Business Operations Executive,SkillLevel,Work from home,"₹ 4,00,000₹ 4,00,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-remote-business-operations-executive-job-at-skilllevel1751444506
Associate Graphic Designer,Pitch Catalyst,Delhi,"₹ 4,00,000₹ 4,00,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/associate-graphic-designer-job-in-delhi-at-pitch-catalyst1751380090
Agency Manager,Brainex Careers,"Chandigarh,Ghaziabad,Gorakhpur,Jalandhar,Lucknow,Udaipur,Varanasi,Jaipur,Noida,Delhi","₹ 4,00,000₹ 4,00,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-agency-manager-job-in-multiple-locations-at-brainex-careers1751280367
Business Development Executive,GeoCarte Radar Technology Private Limited,Gandhinagar,"₹ 4,00,000₹ 4,00,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/business-development-executive-job-in-gandhinagar-at-geocarte-radar-technology-private-limited1751276184
Business Development Manager- ERP & CRM Software,Nippon Data Systems Limited,"Ahmedabad,Chennai,Gurgaon,Pune,Hyderabad,Mumbai,Noida,Bangalore,Kolkatta (Nepal)","₹ 4,00,000₹ 4,00,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/business-development-manager-erp-crm-software-job-in-multiple-locations-at-nippon-data-systems-limited1751170068
Customer Service Associate,Artify,"Chandigarh,Chennai,Indore,Kolkata,Pune,Mohali,Hyderabad,Mumbai,Jaipur,Bangalore","₹ 4,00,000₹ 4,00,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-customer-service-associate-job-in-multiple-locations-at-artify1750653782
Order Processor,Babco Foods,Work from home,"₹ 4,00,000₹ 4,00,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/remote-order-processor-job-at-babco-foods1750482398
Brand Manager,Ritika Chowdhury,Kolkata(Hybrid),"₹ 4,00,000₹ 4,00,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/brand-manager-job-in-kolkata-at-ritika-chowdhury1750416023
Junior Software Developer,Freshers Job Fair .IN,Bangalore,"₹ 4,00,000₹ 4,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-junior-software-developer-job-in-bangalore-at-freshers-job-fair-in1750161098
Business Development Executive,The Agency Source,Delhi,"₹ 4,00,000₹ 4,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/business-development-executive-job-in-delhi-at-the-agency-source1749798682
Client Acquisition & Engagement Specialist,The Agency Source,Delhi,"₹ 4,00,000₹ 4,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/client-acquisition-engagement-specialist-job-in-delhi-at-the-agency-source1749800126
Sales Assistant Manager,The Agency Source,Delhi,"₹ 4,00,000₹ 4,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/sales-assistant-manager-job-in-delhi-at-the-agency-source1749799840
Talent Acquisition Executive,TalentXO,Work from home,"₹ 4,00,000₹ 4,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-remote-talent-acquisition-executive-job-at-talentxo1749637159
Officer / Executive - Box Office,National Centre For The Performing Arts,Mumbai,"₹ 4,00,000₹ 4,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/officer-executive-box-office-job-in-mumbai-at-national-centre-for-the-performing-arts1749636493
Tele Calling Sales,STARTUP SQUAD PRIVATE LIMITED,Gurgaon,"₹ 3,96,000 - 10,20,000₹ 3,96,000 - 10,20,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-tele-calling-sales-job-in-gurgaon-at-startup-squad-private-limited1751444607
Digital Marketing Manager,Cosmosphere International Pvt Ltd,Kolkata,"₹ 3,96,000 - 4,80,000₹ 3,96,000 - 4,80,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/digital-marketing-manager-job-in-kolkata-at-cosmosphere-international-pvt-ltd1751430690
Operations Executive,Shveta Prakash,Delhi(Hybrid),"₹ 3,92,000 - 4,10,000₹ 3,92,000 - 4,10,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/operations-executive-job-in-delhi-at-shveta-prakash1749470937
Field Sales Executive,Gaavi,Hyderabad,"₹ 3,90,000 - 9,00,000₹ 3,90,000 - 9,00,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/field-sales-executive-job-in-hyderabad-at-gaavi1750830144
E-commerce Associate,Sunlight Sports Studio LLP,Bangalore,"₹ 3,90,000 - 6,45,000₹ 3,90,000 - 6,45,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/e-commerce-associate-job-in-bangalore-at-sunlight-sports-studio-llp1751294937
Sales Specialist,HighOnM Enterprises LLP,Work from home,"₹ 3,90,000 - 6,00,000₹ 3,90,000 - 6,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/remote-sales-specialist-job-at-highonm-enterprises-llp1750245894
Senior Telecaller,Mart2Global,Ahmedabad,"₹ 3,90,000 - 6,00,000₹ 3,90,000 - 6,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/senior-telecaller-job-in-ahmedabad-at-mart2global1750051297
Corporate Sales Executive,PaperInk Consultancy,"Thane,Navi Mumbai","₹ 3,87,000 - 7,18,000₹ 3,87,000 - 7,18,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/corporate-sales-executive-job-in-multiple-locations-at-paperink-consultancy1751114756
